track_id,track title,artist name
893,The Gathering,Ilyas Ahmed
894,Moon Falling,Ilyas Ahmed
895,Unveiled Nightmare,Ilyas Ahmed
896,2012,Impediments
897,02,Infinite Body
898,09 (extended version),Infinite Body
992,Beautiful Song w/ kick drum solo,Jason Willett
993,Or So I've Been Told,Jad Fair and Jason Willett
995,No Good Deed Goes Unpunished,Kevin Shields
997,Nothing's Ever Ending,Kevin Shields
998,Apparently,Kevin Shields
1014,"Turk, Taylor and Jones",Kowloon Walled City
1015,My Hands Are Turning To Bricks,Kowloon Walled City
1016,Another Corporate Takeover,Kowloon Walled City
1017,Inheritance,Kowloon Walled City
1018,Make Us Pay,Kowloon Walled City
1022,Inasmuch As,Kyle Bruckmann's Wrack
1023,Despite All Evidence to the Contrary,Kyle Bruckmann's Wrack
1028,Masters Of Science Fiction,Lazy Magnet
1029,Wilder Climes,Lazy Magnet
1039,13 Monsters,Lightning Bolt
1040,Dracula Mountain,Lightning Bolt
1041,Live with Steve MacKay of the Stooges,Liquorball
1042,Big Ole Bear,Little Howlin' Wolf
1043,I'm Shufflin',Little Howlin' Wolf
1044,Last Double Eagle,Little Howlin' Wolf
1045,Baltimore Raven,Little Howlin' Wolf
1046,Eulb,Little Howlin' Wolf
1047,Astral Blue,Little Howlin' Wolf
1048,Blue Coochology,Little Howlin' Wolf
1052,Wide Mouth Penetrated Makeshift Mustache Man,Lovely Little Girls
1058,Credo,Lozenge
1059,Numbrcrunchr,Lozenge
1060,Fuck The man,Lozenge
1061,Mr Fancy pants,Lozenge
1063,No Fair,Lozenge
1064,Undrbelly,Lozenge
1066,Helicopter de Cristal,Lucky Dragons
1068,Mi Corazon Zone,Lucky Dragons
1069,Un Lagrima en la Discoteca,Lucky Dragons
1071,Dura Big Screen TV Mix,Lucky Dragons
1072,Ya Me Voy OK,Lucky Dragons
1073,Onda Tocadisco,Lucky Dragons
1075,Painful Corazon,Lucky Dragons
1082,Nam Nhi-tu,M. Nguyen Van Minh-Con
1083,Feasting on Energy,Magic Lantern
1085,jamdek,Mahjongg
1086,countdown (the chicken),Mahjongg
1087,Tell The Police The Truth,Mahjongg
1088,aluminum,Mahjongg
1089,(bishop) desmond tutu,Mahjongg
1093,Track 02,Manbeard
1095,Track 04,Manbeard
1102,Rare Vodka from the Fourteenth Century,Mary Halvorson and Weasel Walter
1105,Song 1,Mayor Daley
1106,Up With People,Mayor Daley
1107,Song 3,Mayor Daley
1108,Song 4,Mayor Daley
1117,Florida Blue,Mike Rep and the Quotas
1118,Black Hole,Mike Rep and the Quotas
1121,Circle Crazy,Mincemeat or Tenspeed
1123,I Sell Love,Mink Lungs
1125,Sensual Pleasure,Mink Lungs
1126,Silent Sex,Mink Lungs
1130,Clowns In My Galaxy,Mink Lungs
1131,Bunny Bought a Spaceship,Mink Lungs
1138,In Abstracted Fashion,Minmae
1147,Walk To The Fire,Monoshock
1148,International Hello,Monoshock
1149,Sea Monkeys,Monoshock
1150,Model Citizen,Monoshock
1151,Desperado,The Moonlighters
1152,My Blackbirds Are Bluebirds Now,The Moonlighters
1153,Ballad Of A Gink,The Moonlighters
1154,Hello Heartstring,The Moonlighters
1155,Beyond The Reef,The Moonlighters
1156,45 Revolutions,Mors Ontologica
1157,Bombshell,Mors Ontologica
1161,Massive Action,Mors Ontologica
1162,D.Y.I,Mors Ontologica
1165,Washington Beach,Mors Ontologica
1179,Shoes,Mors Ontologica
1183,Vampires In My Neighborhood,Mors Ontologica
1193,Wooly Mammoth's Absence,Mount Eerie
1195,With My Hands Out,Mount Eerie
1196,2 Blonde Braids,Mount Eerie
1197,My Burning,Mount Eerie
1199,Cold Mountain Song 286,Mount Eerie
1201,Galiens,Mountain High
1202,Life Coach,Mountain High
1203,Gateway Shrugs,Mountain High
1204,Russian Bear,Mountain High
1249,"""Cleanse Bath"" 10"" Metal Laquer",Nautical Almanac
1259,Rolling In The Green,Nautical Almanac
1270,Cocksuckerbastardmotherfucker,Necropolis
1276,Richard Nixon Died Today,Negativland
1277,No Business,Negativland
1278,Downloading,Negativland
1279,Childs Eye,Newagehillbilly
1280,history,Newagehillbilly
1289,Combat Phone,Newagehillbilly
1290,Rock Roller,Newagehillbilly
1292,Pirate Radio,Newagehillbilly
1298,Weekend Warrior,Newagehillbilly
1311,Feeling so good?,Nicky Andrews
1339,Emotional Accident,Nicky Andrews
1354,Fools Want Noise,Oh My God
1356,Elevator Shaft,Olneyville Sound System
1358,This is Entertainment,Olneyville Sound System
1360,Moron Song,Olneyville Sound System
1361,I want My Money,Olneyville Sound System
1363,All Dressed Up,Olneyville Sound System
1366,"These Guys Don't Take Requests, They Don't Play Showtunes",Olneyville Sound System
1382,Lady Love,Parsley Flakes
1383,"Remember, Forget",Parsley Flakes
1413,Robot Slayer,Phallic Suns
1416,Arizona Beach,Phallic Suns
1417,Guns of Thunder,Pierced Arrows
1418,Caroline,Pierced Arrows
1419,In My Brain,Pierced Arrows
1427,I Feel Evils,Plastic Crimewave Sound
1443,Time Fist,Pocahaunted
1450,Burning Saddles,Ponytail
1451,Start A Corporation,Ponytail
1481,Cunca,Rainbro
1482,Reindeer Dance,Rainbro
1483,Center,Rainbro
1485,Blaster,Rainbro
1486,Greeting,Rainbro
1498,Rural Autumn Interlude,Ric Royer
1510,Zombie,Ric Royer &amp; G. Lucas Crane
1526,Alpha-Generic,RoMak and the Space Pirates
1528,Driving,RoMak and the Space Pirates
1534,Retirement Song,RoMak and the Space Pirates
1544,Song of The Stations,Samara Lubelski
1545,Speedway of The Winged Shuttles to the Southern Hemisphere,Samara Lubelski
1547,The Double,Saudade
1548,Endless Decision,Saudade
1550,134 Ash Street,Saudade
1551,Voices Off,Saudade
1552,The Hooded Ones,Saudade
1553,Empty Pillow,Saudade
1554,Sleep's Walk,Saudade
1555,Soaked,Saudade
1556,Reevolving,Saudade
1559,Civil War Boys,Sejayno
1607,Waltz Walk Win,Six Star General
1634,Cabbage Disaster,Snacks
1635,Odor Cameras From the Paris of the Future,Snacks
1638,Doug's Username on Ebay: spaghetti van halen,Snacks
1640,Mother,Snacks
1642,Hrz,So Cow
1644,Outskirts,So Cow
1649,Inis Meain,So Cow
1652,Last Train to Pyongyang,So Cow
1661,Only Fools and Horses Theme,So Cow
1663,So High,Softboiled Eggies
1666,She Fell Through the Trees,Softboiled Eggies
1671,Track 05,Solemn Man
1673,Track 07,Solemn Man
1674,Track 08,Solemn Man
1677,Miss Taznif Goes to Town Riding on a Pony,Solomonoff and Von Hoffmannstahl
1678,A Simple Way,Solomonoff and Von Hoffmannstahl
1680,Bashraf Salama,The Sounds of Taraab
1681,Daka Kozi Manowe,The Sounds of Taraab
1682,Nie Zama Nie Sema,The Sounds of Taraab
1683,Mapenzi Matamu,The Sounds of Taraab
1684,Mahaba Wa Taka Nini,The Sounds of Taraab
1685,Eni Wana Damu,The Sounds of Taraab
1686,Rufiji,The Sounds of Taraab
1687,"Lala, Mpenzi Lala",The Sounds of Taraab
1688,Sishituki,The Sounds of Taraab
1689,Unalo,The Sounds of Taraab
1701,Clouds,Spires That in the Sunset Rise
1702,Java Pop,Spires That in the Sunset Rise
1703,Equus Haar,Spires That in the Sunset Rise
1704,Morning Song,Spires That in the Sunset Rise
1705,Underscore,Spires That in the Sunset Rise
1706,In the Pineys,Strapping Fieldhands
1720,Harken Sunshine,Sun Araw
1730,Beast,Teenage Waistband
1732,Black Jerusalem,Teeth Mountain
1733,Keinsein,Teeth Mountain
1734,Spirals,Teeth Mountain
1735,Ghost Science,Teeth Mountain
1736,Soft Beast,Teeth Mountain
1738,Harsh Tanz,Teeth Mountain
1739,Malamut,Teeth Mountain
1783,Her Opening,Glove Compartment
1793,We're Flying Around In Our Haunted House,Glove Compartment
1797,Jaws Drop Baby Side,Glove Compartment
1799,Beach Ball,Glove Compartment
1804,At the Gym,Glove Compartment
1810,Bramble Thorns,Glove Compartment
1822,Beach Baby,Glove Compartment
1831,Sgt. Sunshine & You,Glove Compartment
1836,And In Time,The Higher State
1837,If We Don't Realise,The Higher State
1883,I Do What I Do,The Yolks
1884,I Found Love,The Yolks
1888,Kingsmeat,Thee Oh Sees
1889,The Freak Was Clean,Thee Oh Sees
1890,Quadrospazzed,Thee Oh Sees
1891,Kids In Cars,Thee Oh Sees
1893,Memories,Tommy Jay
1894,Old Hemingway (Hem),Tommy Jay
1896,Winter Nomad,Tommy Jay
1898,Downtown,Mors Ontologica
1899,Sleeping Chance,Mors Ontologica
1900,Sterling,Mors Ontologica
1901,Both Sides,Mors Ontologica
1916,Fall Away,The Twin Atlas
1924,Calling For You,The Twin Atlas
1925,Happy At The Wheel,The Twin Atlas
1926,Inside The Rhymes,The Twin Atlas
1929,Buzz Chant,U.S. Girls
1930,So Thereby...and furthermore...thus henceforth...Mono,Upsilon Acrux
1940,Bald Bull,Vincebus Eruptum
1941,Black Socks,Vincebus Eruptum
1944,Who Farted,Vincebus Eruptum
1963,Voodoo,Voodoo Suite
1964,Chant Of The Moon,Voodoo Suite
1965,Little Grass Shack,Voodoo Suite
1966,You're My Thrill,Voodoo Suite
1967,Sophisticated Savage,Voodoo Suite
1995,Battle Creek (Theme for Boiled Diet Soft Drinks),Wankatorium
1996,Neutron,Weasel Walter
2012,The White Mice,White Mice
2096,title unknown,Grouper
2097,My Sweet Miasma,Hall Of Fame
2099,....like bacon sundays,luc
2125,Hoboken Sucks,Äss
3263,A Date,Ai Aso
3264,Tee Te Te,Ai Aso
3265,Lavender,Ai Aso
3266,Land,Ai Aso
3268,Minimal Martini,Antiguo Automata Mexicano
3270,Song for Obol,Arborea
3271,Beirut,Arborea
3272,Seadrift,Arborea
3273,Redbird,Arborea
3274,Forewarned,Arborea
3401,Taste My Snow,Bonne Aparte
3446,Owed t' Burns 2,Byron Coley
3449,The Vice President Is Open,Byron Coley
3450,Bird Poem,Byron Coley
3452,Air Jordan,Chandeliers
3453,Bamboo,Chandeliers
3454,Precisely Prescilla,Chandeliers
3455,The Thrush,Chandeliers
3458,Body Double,Chandeliers
3459,Carolinian,Chatham County Line
3460,Joe chats with the boys,Chatham County Line
3461,Let It Rock,Chatham County Line
3462,Chip of a Star,Chatham County Line
3463,Clear Blue Sky,Chatham County Line
3464,She,Chatham County Line
3465,Birmingham Jail,Chatham County Line
3467,Woodland Drive,Cheap Time
3468,Glitter and Gold,Cheap Time
3469,Zig Zag,Cheap Time
3470,Back to School,Cheap Time
3472,People Talk,Cheap Time
3473,When Tomorrow Comes,Cheap Time
3475,Handyman,Cheap Time
3476,Wild Life,Cheap Time
3477,Down the Tubes - Falling Down,Cheap Time
3478,Over Again,Cheap Time
3479,Trip to the Zoo,Cheap Time
3489,Title Unknown,Citay
3490,Little Kingdom,Citay
3491,Title Unknown,Citay
3492,On The Wings,Citay
3493,Title Unknown,Citay
3495,Title Unknown,Citay
3497,Title Unknown,Citay
3499,Title Unknown,Citay
3501,Vomiting Mirrors / Missing Dick,Clockcleaner
3502,New Slow,Clockcleaner
3503,Deaf Man Talking,Clockcleaner
3504,Black Baby,Clockcleaner
3505,Early Man,Clockcleaner
3514,Prelude,Country Teasers
3515,The Ship,Country Teasers
3516,Points of View,Country Teasers
3517,Good Looking Boys Or Women,Country Teasers
3518,Trucking By,Country Teasers
3519,Hairy Wine 2,Country Teasers
3520,Man v. Cock,Country Teasers
3521,Please Ban Music/Gegen Alles,Country Teasers
3522,It Is My Duty,Country Teasers
3532,Heaven Is Human,Cryptacize
3533,New Spell,Cryptacize
3534,Cosmic Sing-a-long,Cryptacize
3535,No Coins,Cryptacize
3536,Jail & Mane,Cryptacize
3537,We'll Never Dream Again,Cryptacize
3538,Say You Will,Cryptacize
3551,Part 1,DMBQ
3552,Part 2,DMBQ
3557,My Name Is Robert,Dan Deacon
3558,Goose On The Loose Pt II,Dan Deacon
3559,My Own Face is F Word,Dan Deacon
3560,30 From 21Through 35,Dan Deacon
3561,The Hous I Was Isn't My Girlfriends Porsche,Dan Deacon
3563,Sine Wave With Vocals,Dan Deacon
3564,George Washinghands Pt II,Dan Deacon
3566,Electronics With Bari Sax,Dan Deacon
3567,How Much Pudding Can Tomy Handle,Dan Deacon
3568,50 From 36 Through 70,Dan Deacon
3569,This Crazy Mouse Won't Leave Me Alone,Dan Deacon
3570,6 From 1 Through 20,Dan Deacon
3571,Song For Dina,Dan Deacon
3572,Aerosmith's Perminent Vacation,Dan Deacon
3573,Piggled,Dan Deacon
3574,I'm Sorry Brian Wilson,Dan Deacon
3579,40 Miles of Bad Road,Dead Moon
3580,Dead Moon Night,Dead Moon
3581,Down the Road,Dead Moon
3582,Johnny's Got a Gun,Dead Moon
3583,Sabotage,Dead Moon
3584,Spectacle,Dead Moon
3585,These Times With You,Dead Moon
3598,Little Eyes,Ed Askew
3603,Houdini,Emma Peel
3604,I Love You Go Away,Emma Peel
3606,I Want,Emma Peel
3609,Watch Me Do This,Emma Peel
3612,Did You See Her,Fallen Leaves
3613,All That You Choose,Fallen Leaves
3614,Go Wow,Fallen Leaves
3616,Charity Girl,Fallen Leaves
3618,Happy Times,Fallen Leaves
3620,Shining,Fallen Leaves
3624,Days of Summer,Fallen Leaves
3626,You re Better Than a Dog Detective,The Feeling of Love
3638,Burnin Hell Blues,Frigg A Go Go (F.A.G.G.)
3681,Sorry About The Boat Race,Hank IV
3696,Tonight We Ride,Hank IV
3698,Symptomatic,Hank IV
3707,Stable the Spuds,Gary Higgins
3708,Thicker Than A Smokey,Gary Higgins
3720,Walking on the Water,Indian Jewelry
3721,Pow Wow,Indian Jewelry
3722,Swans,Indian Jewelry
3723,Nunnery,Indian Jewelry
3724,Temporary Famine Ship,Indian Jewelry
3725,West Alabama,Indian Jewelry
3727,Zieh Die Jacke Falschrum An / Schwanzverglisse,Japanische Kampfhorspiele
3761,Improv,Kinski
3762,Snowy Parts of Scandinavia,Kinski
3763,Shelley Winters Overdrive,Kinski
3765,Waves of Second Guessing,Kinski
3766,Rhode Island Freakout,Kinski
3775,Cumbia Infierno,La Troba Kung-Fu
3776,La Canco de Lladre,La Troba Kung-Fu
3777,Volant,La Troba Kung-Fu
3778,Calor Calor,La Troba Kung-Fu
3779,Rock Rumba,La Troba Kung-Fu
3812,Sexy Time,Leather Uppers
3832,Bedoin Song,Lior
3833,Track 01,Lightning Bolt
3834,Track 02,Lightning Bolt
3835,Track 03,Lightning Bolt
3836,Track 04,Lightning Bolt
3839,Track 07,Lightning Bolt
3840,Track 08,Lightning Bolt
3842,Shes Too Fat,Little Howlin' Wolf
3854,Mother,Los Fancy Free
3855,High Society,Los Fancy Free
3856,Hope,Los Fancy Free
3857,Fear,Los Fancy Free
3859,Beatle Suit & Purple Boots,Los Fancy Free
3861,Dinosaurs,Los Fancy Free
3862,Money Money Money,Los Fancy Free
3863,Ja Ja Ja,Los Fancy Free
3880,Crawling,Mary Halvorson and Jessica Pavone
3895,Invitita and de Cingheri from Transylvania,MetroFolk
3896,Gypsy Csardas and Men's Dances from Kalotaszeg,MetroFolk
3904,Sometimes,Michael Chapman
3905,Twisted Road,Michael Chapman
3906,Sometimes,Michael Chapman
3908,Caddo Lake,Michael Chapman
3909,Dewbury Road / That Time of Night,Michael Chapman
3910,Kodak Ghosts,Michael Chapman
3911,Dust Devils,Michael Chapman
3912,Fahey's Flag,Michael Chapman
3913,Memhpis in Winter,Michael Chapman
3915,Private Hearts,Michael Holt
3919,Green Water,Michael Holt
3920,Fragrant Rota,Michael Holt
3921,Hiawatha's Lullaby,Michael Holt
3923,Swaggart,Mink Lungs
3924,Medley - Ultimate Slumber Party,Mink Lungs
3929,Sensual Pleasure,Mink Lungs
3932,Synthesizer Baby,Mink Lungs
3933,Hopes Up High,Mink Lungs
3934,Black Balloon,Mink Lungs
3936,Who Loves You Dear,Mink Lungs
3939,Flying Saucers Homes,Mink Lungs
3941,My Gang,Miss Chain and the Broken Heels
3942,Heartsick,Miss Chain and the Broken Heels
3943,He's Your Boy (but could be mine),Miss Chain and the Broken Heels
3944,Lie,Miss Chain and the Broken Heels
3945,Searchers,Miss Chain and the Broken Heels
3946,Boys and Girls,Miss Chain and the Broken Heels
3947,Up All Night,Miss Chain and the Broken Heels
3948,Common Shell,Miss Chain and the Broken Heels
3950,Click Click Bang Bang,Miss Derringer
3951,Bullet Proof Heart,Miss Derringer
3952,Death By Desire,Miss Derringer
3953,Tonight I've Got a Bottle,Miss Derringer
3954,He Hung On A Sunday,Miss Derringer
3955,Black Tears,Miss Derringer
3956,Better Run Away From Me,Miss Derringer
3957,unititlednew,Miss Derringer
3958,Train Wreck Blues,Miss Derringer
3959,I Close My Eyes,Miss Derringer
3960,InterviewPortion,Miss Derringer
3973,Big Bang,Modey Lemon
3974,Mountain Mist,Modey Lemon
3975,Crows,Modey Lemon
3976,Enemy,Modey Lemon
3981,Sleepwalkers,Modey Lemon
3983,Coffin Talk,Modey Lemon
3985,Thunder + Lightning,Modey Lemon
3986,Jesus Christ for Dinner,Modey Lemon
3989,Not to Touch the Earth,Modey Lemon
4004,Born To Lose,Mors Ontologica
4013,Ravens,Nalle
4014,Voi Ruusuni & Alice's Ladder,Nalle
4017,New Roots,Nalle
4022,Can't Tell No One,Negative Approach
4024,Hypocrite,Negative Approach
4025,Dead Stop,Negative Approach
4027,Tied Down,Negative Approach
4028,Evacuate,Negative Approach
4029,Your Mistake,Negative Approach
4032,Nothing,Negative Approach
4033,Borstal Breakout (Sham 69),Negative Approach
4034,Never Surrender (Blitz),Negative Approach
4035,Solitary Confinement,Negative Approach
4037,Oh! Mighty Engine,Neil Halstead
4038,Born Again in Birmingham,Nightingales
4042,The Best of British Luck,Nightingales
4043,Belgian John,Nightingales
4044,Little Lambs,Nightingales
4045,Dick the Do Goods,Nightingales
4066,Soleade,Peter Walker
4067,Por Rosa,Peter Walker
4068,Alegrias Variation,Peter Walker
4069,Tune on Karen Dalton's Guitar,Peter Walker
4070,Nuevos Ojos,Pistolera
4071,Mentirosas,Pistolera
4072,Tatuaje,Pistolera
4073,Policia,Pistolera
4074,Vieja,Pistolera
4075,Un Momento,Pistolera
4076,No te Olvidare,Pistolera
4077,Algo Pa que te Olvides,Pistolera
4078,No Suspires,Pistolera
4079,Extranjero,Pistolera
4080,Cazador,Pistolera
4084,Korean Ghost Ship,Plastic Crimewave Sound
4091,1864,Polka Madre
4092,Nina Olga Vodka,Polka Madre
4093,Amsterdam,Polka Madre
4094,Vida Propia,Polka Madre
4095,Funeral Brahms,Polka Madre
4096,La Fin Du Monde,Polka Madre
4097,Clammy Hands,Polka Madre
4098,Russo Trap,Polka Madre
4099,Stalin's Head,Polka Madre
4100,Gitanas Mojadas,Polka Madre
4101,Karjalainen Tanssi,Polka Madre
4102,Herasinkuoleena,Polka Madre
4103,Circo Del Siglo,Polka Madre
4104,Like a Rolling Stone (Aborted),Psychedelic Horseshit
4105,C Song,Psychedelic Horseshit
4108,New Wave Hippies,Psychedelic Horseshit
4109,Country Punk,Psychedelic Horseshit
4110,Quasar,Psychedelic Horseshit
4111,Bad Vibrations,Psychedelic Horseshit
4112,Can't Get Enough,Psychedelic Horseshit
4119,Organ Music II,Quintron
4125,Unity or Nothing,Razor Bois
4126,I Was a Clockwork Skinhead,Razor Bois
4133,Disco Kid,Razor Bois
4158,Middle East,Roxy Pain
4159,Rainbow In the Dark,Roxy Pain
4160,Black Metal,Roxy Pain
4161,An Obvious Plot We Can't Stop,Roxy Pain
4167,Whistling in Hell,ST37
4170,Action Pants Rough,The Shamblers
4172,Dog Jobs,The Shamblers
4176,Teenage Belly Dancer,The Shamblers
4181,Skate Park,The Shamblers
4186,Monster Truck,The Shamblers
4193,Gruxxe Bathe Ballade,Sic Alps
4194,Brill Building,Sic Alps
4195,Mater,Sic Alps
4197,A Story Over There,Sic Alps
4198,Latin,Sic Alps
4201,Semi-Streets,Sic Alps
4202,I Know Where the Madness Goes,Sic Alps
4214,"Time, Money, and Me",Skybombers
4215,It Goes Off,Skybombers
4216,On and On,Skybombers
4217,Always Complaining,Skybombers
4218,6 AM,Skybombers
4219,Reason 2 Live,Skybombers
4232,Bowmazan Ya Mahaba  Bi Kidude song ,The Sounds of Taraab
4233,Interview,The Sounds of Taraab
4234,Mapenzi Matamu,The Sounds of Taraab
4235,Kanilemaza  Ikhwani Safaa,The Sounds of Taraab
4236,Enyi Wana Damu  Sharmila and Black Star Orchestra,The Sounds of Taraab
4239,Shishituki,The Sounds of Taraab
4264,If God Played Punk Rock He'd Want To Be In SUX,SUX
4267,What I Did On My Vacation,SUX
4275,Magic Fairy Poof Dust,SUX
4276,King Kong Went To Hong Kong To PLay Pink Pong With His Ding Dong,SUX
4284,Destroyed,The Bristles
4285,Purse Peekin',Coachwhips
4297,Took Her Hand,The Cynics
4298,I Want You,The Cynics
4299,Slide Over,The Cynics
4300,Now I'm Alone,The Cynics
4302,All These Streets,The Cynics
4309,Useless,The Cynics
4310,Yeah,The Cynics
4311,Here We Are,The Cynics
4312,Right Here,The Cynics
4313,The Warning,The Cynics
